Channel,Package,Position,Satellite,Language,Resolution,Encryption,Genre,Type
RDS Social TV,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,Music,TV
Primocanale,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Telenord,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Teleradiopace 1,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,Religious,TV
7 Gold Telecity,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Primantenna,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
ReteSette,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,General,TV
Teleradiopace 2,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,Religious,TV
Rete 8,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,General,TV
Telemolise,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
TV Sei,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Telemax,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
TeleRegione Molise,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Telemolise Due,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
TLT Molise,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Le Cronache,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Vera TV Canale 79,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Tele Mia,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Tele Dehon,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
ReteSette,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,General,TV
Telecolor,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
France 24 Français,,9° E,EUTELSAT 9B,French,HD,Free-to-air,News,TV
RTS 1,,9° E,EUTELSAT 9B,French,HD,Free-to-air,,TV
TV5Monde Europe,,9° E,EUTELSAT 9B,French,HD,Free-to-air,,TV
Trentino TV,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Telepace Trento,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,Religious,TV
7 Gold Telepadova,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
A3,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Tele Chiara,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
VB 33,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
TV Centro Marche,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Vera TV,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
ÈTV Marche,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
TVRS,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
7 Gold Marche,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Fano TV 19,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Rossini TV,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
FM TV 75,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
Telemarche,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
ÈTV +,,9° E,EUTELSAT 9B,Italian,HD,Free-to-air,,TV
The Israeli Network,,9° E,EUTELSAT 9B,Hebrew,SD,Encoded,General,TV
Distrito Comedia,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,,TV
Telehit Música,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,Music,TV
TeleHit,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,Music,TV
De Película Europa/Australia,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,Films,TV
Las Estrellas Europa,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,General,TV
Tlnovelas Europa,,9° E,EUTELSAT 9B,Spanish,SD,Encoded,General,TV
Sisal TV 1,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
Sisal TV 2,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
Sisal TV 3,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
Sisal TV 4,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
Sisal TV 5,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
AMC Ukraine,,9° E,EUTELSAT 9B,Ukrainian|Russian,SD,Encoded,Films,TV
Kriti TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
Stingray CMusic,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Music,TV
France 24 Français,Cosmote TV,9° E,EUTELSAT 9B,French,SD,Encoded,News,TV
CNBC Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Business,TV
Star Kentrikis Elladas,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
BBC World News Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Mezzo,Cosmote TV,9° E,EUTELSAT 9B,French,SD,Encoded,Music,TV
Ginx eSports TV Greece,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Sports,TV
Rai Italia Africa,,9° E,EUTELSAT 9B,Italian,SD,Encoded,General,TV
TLC Hungary,,9° E,EUTELSAT 9B,Hungarian|English,SD,Encoded,Documentary,TV
ERT News,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,News,TV
Vergina TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
TV 100,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
CNN International Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Mediaset Italia,M7 Deutschland,9° E,EUTELSAT 9B,Italian,SD,Encoded,,TV
Playboy TV Europe,M7 Deutschland,9° E,EUTELSAT 9B,English|French,SD,Encoded,Adults,TV
ITVN Europe,M7 Deutschland,9° E,EUTELSAT 9B,Polish,SD,Encoded,General,TV
Auto Motor und Sport,M7 Deutschland,9° E,EUTELSAT 9B,German|Bulgarian|Czech|Hungarian,SD,Encoded,Sports,TV
RTVi Europe,M7 Deutschland,9° E,EUTELSAT 9B,Russian,SD,Encoded,,TV
Fix & Foxi,M7 Deutschland,9° E,EUTELSAT 9B,German|Bulgarian,SD,Encoded,Children,TV
Dusk,M7 Deutschland,9° E,EUTELSAT 9B,English,SD,Encoded,Adults,TV
CBS Reality Europe,,9° E,EUTELSAT 9B,English|Czech|Hungarian|Turkish|Russian,SD,Encoded,Documentary,TV
JimJam Europe,,9° E,EUTELSAT 9B,English|Czech|Hungarian|Portuguese|Romanian,SD,Encoded,Children,TV
JimJam Middle East,,9° E,EUTELSAT 9B,English|Portuguese|Russian|Lithuanian|Arabic,SD,Encoded,Children,TV
BBC Entertainment Europe,,9° E,EUTELSAT 9B,English,SD,Encoded,,TV
FashionTV Europe,,9° E,EUTELSAT 9B,,SD,Encoded,Fashion,TV
Ant1 Europe,,9° E,EUTELSAT 9B,Greek,SD,Encoded,General,TV
Baby TV Europe,,9° E,EUTELSAT 9B,Greek|English,SD,Encoded,Children,TV
EuroNews Ellinika,,9° E,EUTELSAT 9B,Greek,SD,Encoded,News,TV
Diva Romania,,9° E,EUTELSAT 9B,Romanian,SD,Encoded,Films,TV
Diva Balkans,,9° E,EUTELSAT 9B,English|Serbian,SD,Encoded,Films,TV
Zona DAZN 2,,9° E,EUTELSAT 9B,Italian,SD,Encoded,Sports,TV
EuroStar,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,General,TV
Marco Polo TV,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,Travel,TV
Kinowelt TV,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,Films,TV
Ost West,M7 Deutschland,9° E,EUTELSAT 9B,Russian,SD,Encoded,,TV
Heimatkanal,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,,TV
Nea TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
Action 24,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
EuroNews English,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Alarabiya,Cosmote TV,9° E,EUTELSAT 9B,Arabic,SD,Encoded,News,TV
CBS Reality Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Documentary,TV
Viasat Nature East,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Documentary,TV
Viasat Explore East,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Documentary,TV
Crime + Investigation UK,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,,TV
Smile TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,Children,TV
MTV 00s,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Music,TV
Disney Channel Middle East,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,SD,Encoded,Children,TV
Viasat History,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Documentary,TV
Epsilon TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
Duck TV SD,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Children,TV
Vixen,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Adults,TV
Ena Channel,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
Blue Hustler Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Adults,TV
Private TV,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Adults,TV
Show Turk,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,General,TV
CNN Türk,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,News,TV
Kanal 7 Avrupa,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,General,TV
Euro D,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,General,TV
TV 8 International,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,General,TV
Telebom,M7 Deutschland,9° E,EUTELSAT 9B,Russian,SD,Encoded,Children,TV
Teledom,M7 Deutschland,9° E,EUTELSAT 9B,Russian,SD,Encoded,,TV
ATV Avrupa,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,,TV
TGCom 24,M7 Deutschland,9° E,EUTELSAT 9B,Italian,SD,Encoded,News,TV
TVP Polonia,M7 Deutschland,9° E,EUTELSAT 9B,Polish,SD,Encoded,General,TV
TRT Türk,M7 Deutschland,9° E,EUTELSAT 9B,Turkish,SD,Encoded,News,TV
Nick Jr Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,SD,Encoded,Children,TV
Disney Junior Greece,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,SD,Encoded,Children,TV
Cosmote Series Marathon,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,Films,TV
France 24 English,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Cosmote Cinema 3,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,Films,TV
Aigaio TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,SD,Encoded,,TV
Romance TV Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,,TV
Duck TV SD,M7 Deutschland,9° E,EUTELSAT 9B,English,SD,Encoded,Children,TV
RTL Living Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,,TV
Gute Laune TV,M7 Deutschland,9° E,EUTELSAT 9B,German,SD,Encoded,Music,TV
Nash Kinomir,M7 Deutschland,9° E,EUTELSAT 9B,Russian,SD,Encoded,Films,TV
DW English,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,General,TV
Aljazeera English,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Bloomberg TV Europe,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Business,TV
MTV Global,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,Music,TV
Sky News International,Cosmote TV,9° E,EUTELSAT 9B,English,SD,Encoded,News,TV
Museum TV International,,9° E,EUTELSAT 9B,English|French|Russian,HD,Encoded,Culture,TV
MyZen TV,,9° E,EUTELSAT 9B,English|French|Russian|Spanish|Turkish,HD,Encoded,,TV
ProSieben Maxx Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
MTV Germany,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Music,TV
Welt,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,News,TV
RTL Up,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Eurosport 1 Germany,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Sports,TV
Toggo Plus,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Children,TV
Voxup,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
AFN Prime Atlantic,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,General,TV
AFN News,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,News,TV
AFN Sports,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,Sports,TV
AFN Prime Pacific,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,General,TV
AFN Spectrum,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,Music,TV
AFN Sports 2,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,Sports,TV
AFN Family,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,General,TV
AFN Movie,American Forces Network,9° E,EUTELSAT 9B,English,HD,Encoded,Films,TV
Stingray IConcerts,Cosmote TV,9° E,EUTELSAT 9B,,HD,Encoded,Music,TV
Luxe TV,Cosmote TV,9° E,EUTELSAT 9B,French,HD,Encoded,,TV
E! Europe,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
MTV Live,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Music,TV
Kabel Eins Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
DMAX Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Documentary,TV
Tele 5,M7 Deutschland,9° E,EUTELSAT 9B,English,HD,Encoded,General,TV
Nickelodeon Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Children,TV
Comedy Central Deutschland +1,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Sport 1,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Sports,TV
TLC Germany,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Documentary,TV
Travel Channel Europe,,9° E,EUTELSAT 9B,English|Bulgarian|Czech|Russian|Hungarian,HD,Encoded,Travel,TV
HGTV Pan Regional,,9° E,EUTELSAT 9B,English|Hungarian|Russian|Bulgarian|Czech,HD,Encoded,,TV
TLC Balkan,,9° E,EUTELSAT 9B,Bulgarian|English|Hungarian|Czech|Russian,HD,Encoded,Documentary,TV
Discovery Channel Central Europe,,9° E,EUTELSAT 9B,English|Russian|Romanian|Bulgarian|Czech|Hungarian,HD,Encoded,Documentary,TV
Animal Planet Europe,,9° E,EUTELSAT 9B,English|Russian|Czech|Hungarian,HD,Encoded,Documentary,TV
Investigation Discovery Europe,,9° E,EUTELSAT 9B,English|Hungarian|Russian|Turkish|Czech|Bulgarian|Arabic,HD,Encoded,Documentary,TV
DTX East Europe,,9° E,EUTELSAT 9B,English|Russian|Hungarian|Czech,HD,Encoded,Documentary,TV
Discovery Science,,9° E,EUTELSAT 9B,English|Hungarian|Turkish|Russian|Czech,HD,Encoded,Documentary,TV
TLC Pan Regional,,9° E,EUTELSAT 9B,English|Hungarian|Russian,HD,Encoded,Documentary,TV
Trace Sport Stars,,9° E,EUTELSAT 9B,English|French|Russian,HD,Encoded,Sports,TV
Trace Urban,,9° E,EUTELSAT 9B,English,HD,Encoded,Music,TV
Discovery Channel Hungary,,9° E,EUTELSAT 9B,Czech|Hungarian|English,HD,Encoded,Documentary,TV
Discovery Channel Türkiye,,9° E,EUTELSAT 9B,Turkish|English,HD,Encoded,Documentary,TV
Village Cinemas,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Films,TV
TCM Central & Eastern Europe,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Films,TV
ERT 3,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
National Geographic Ellada,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Documentary,TV
ERT 2,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Cosmote Cinema 2,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Films,TV
Fox Life Greece,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,,TV
Penthouse Passion,M7 Deutschland,9° E,EUTELSAT 9B,English,HD,Encoded,Adults,TV
Luxe TV,M7 Deutschland,9° E,EUTELSAT 9B,English|French,HD,Encoded,,TV
Mezzo Live HD,M7 Deutschland,9° E,EUTELSAT 9B,,HD,Encoded,Music,TV
Nastoyashcheye Vremya,M7 Deutschland,9° E,EUTELSAT 9B,Russian,HD,Encoded,News,TV
Super RTL Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
Sixx Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
RTL Zwei Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
Deluxe Music,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Music,TV
Comedy Central Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Disney Channel Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Children,TV
MCM Top,,9° E,EUTELSAT 9B,French,HD,Encoded,Music,TV
Cosmote Sport 6,,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
Ant1,,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Cosmote Sport 4,,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
One Channel,,9° E,EUTELSAT 9B,Greek,HD,Encoded,,TV
National Geographic Wild Europe,,9° E,EUTELSAT 9B,English,HD,Encoded,Documentary,TV
Cosmote Sport 7,,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
Makedonia TV,,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
E! Europe,,9° E,EUTELSAT 9B,English|German|French|Polish|Turkish|Czech|Hungarian,HD,Encoded,General,TV
Zona DAZN,,9° E,EUTELSAT 9B,Italian,HD,Encoded,Sports,TV
Sky Sport Uno,,9° E,EUTELSAT 9B,Italian,HD,Encoded,Sports,TV
Sky Sport Calcio,,9° E,EUTELSAT 9B,Italian,HD,Encoded,Sports,TV
ESports 1,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Sports,TV
Kabel Eins Classics,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
ProSieben Fun,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Sony Channel Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,,TV
Fox Greece,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,,TV
Cosmote Sport 5,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
Cosmote Sport 9,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
BBC Earth Greece,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,,TV
Motorvision TV,Cosmote TV,9° E,EUTELSAT 9B,English|French,HD,Encoded,,TV
Cosmote History,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Documentary,TV
Alpha TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Cosmote Series,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Films,TV
Cosmote Sport Highlights,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
SKAÏ,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Star Channel,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
RTL Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
Vox Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
Sat. 1 Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
ProSieben Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
Nitro Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,General,TV
N-TV,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,News,TV
Sirina TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Adults,TV
Cosmote Cinema 1,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Films,TV
ERT 1,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Open Beyond TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,,TV
Hustler HD Europe,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Adults,TV
Penthouse Gold,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Adults,TV
Cosmote Sport 1,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Sports,TV
Fast & FunBox HD,M7 Deutschland,9° E,EUTELSAT 9B,English,HD,Encoded,,TV
RTL Crime Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
MTV Live,M7 Deutschland,9° E,EUTELSAT 9B,English,HD,Encoded,Music,TV
Curiosity Channel Powered by Spiegel,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
History Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Documentary,TV
Crime + Investigation Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,,TV
13th Street Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Films,TV
Syfy Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Films,TV
National Geographic Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Documentary,TV
Sport 1+,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,Sports,TV
Cosmote Sport 2,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Sports,TV
Mega TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,General,TV
Cosmote Sport 3,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Sports,TV
Mad TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Music,TV
Nickelodeon HD,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Children,TV
Cosmote Sport 8,Cosmote TV,9° E,EUTELSAT 9B,Greek|English,HD,Encoded,Sports,TV
AXN Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,,TV
Sportdigital Fussball,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Sports,TV
National Geographic Wild Deutschland,M7 Deutschland,9° E,EUTELSAT 9B,German|English,HD,Encoded,Documentary,TV
Geo TV,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Sat. 1 Emotions,M7 Deutschland,9° E,EUTELSAT 9B,German,HD,Encoded,,TV
Panik TV,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Music,TV
Mad Viral,Cosmote TV,9° E,EUTELSAT 9B,Greek,HD,Encoded,Music,TV
Edge Sport,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Sports,TV
Museum TV International,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,Culture,TV
MyZen TV,Cosmote TV,9° E,EUTELSAT 9B,French,HD,Encoded,,TV
Nautical Channel,Cosmote TV,9° E,EUTELSAT 9B,English,HD,Encoded,,TV
GNC Evropa,,13° E,HOTBIRD 13B,Russian,SD,Free-to-air,Religious,TV
TBN Rossiya,,13° E,HOTBIRD 13B,Russian,SD,Free-to-air,Religious,TV
The Word Network,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
Perviy kanal Eurasia,,13° E,HOTBIRD 13B,Russian,SD,Free-to-air,General,TV
MC EU,,13° E,HOTBIRD 13B,Turkish,SD,Free-to-air,,TV
Iran e Aryaee TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,,TV
TV5Monde Europe,,13° E,HOTBIRD 13B,French,SD,Free-to-air,,TV
Nickelodeon Ukraine,Polsat Box,13° E,HOTBIRD 13B,Ukrainian,SD,Free-to-air,Children,TV
Watania 1,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,General,TV
Bayyinat TV,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,Religious,TV
Simay-Azadi Iran National TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,General,TV
TG Norba 24,,13° E,HOTBIRD 13B,Italian,SD,Free-to-air,News,TV
Tele Congo,,13° E,HOTBIRD 13B,French,SD,Free-to-air,General,TV
EWTN Europe,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
ERT World,Nova,13° E,HOTBIRD 13B,Greek,SD,Free-to-air,General,TV
Vouli TV,Nova,13° E,HOTBIRD 13B,Greek,SD,Free-to-air,Political,TV
TV Okazje,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Free-to-air,Shopping,TV
Radio Farda TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,,TV
VoA TV Persian,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,News,TV
Revival TV,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
Ronahî TV,,13° E,HOTBIRD 13B,Kurdish,SD,Free-to-air,News,TV
Stêrk,,13° E,HOTBIRD 13B,Kurdish,SD,Free-to-air,General,TV
Velayat TV Network,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,Religious,TV
SBN International,,13° E,HOTBIRD 13B,English|Spanish,SD,Free-to-air,Religious,TV
Vozrozhdeniye,,13° E,HOTBIRD 13B,Russian,SD,Free-to-air,Religious,TV
Kalemeh TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,Religious,TV
Mohabat TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,,TV
Mission Erweckung der Welt,,13° E,HOTBIRD 13B,German,SD,Free-to-air,Religious,TV
FashionTV Europe,,13° E,HOTBIRD 13B,,SD,Free-to-air,Fashion,TV
Sudan TV,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,General,TV
Jordan TV,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,General,TV
2M Monde,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,General,TV
EuroNews Italiano,,13° E,HOTBIRD 13B,Italian,SD,Free-to-air,News,TV
Ronahî TV,,13° E,HOTBIRD 13B,Kurdish,SD,Free-to-air,News,TV
